image,steering
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_02_216.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_27_957.jpg,-0.6000001
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_50_916.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_28_602.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_31_685.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_09_989.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_51_021.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_30_228.jpg,-0.2816858
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_56_524.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_44_413.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_14_306.jpg,0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_58_821.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_13_594.jpg,0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_01_218.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_10_422.jpg,-0.07370992
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_25_989.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_36_134.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_12_432.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_09_487.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_14_999.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_57_284.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_46_428.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_11_425.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_49_029.jpg,0.01829722
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_50_357.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_16_288.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_41_706.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_29_906.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_19_209.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_33_311.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_26_197.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_31_218.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_21_686.jpg,-0.2955515
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_30_883.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_12_317.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_19_075.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_11_198.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_43_670.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_38_831.jpg,0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_18_914.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_06_830.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_49_387.jpg,-0.3242413
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_16_767.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_14_236.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_30_130.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_59_684.jpg,0.4212921
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_46_173.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_39_072.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_14_073.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_54_202.jpg,0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_00_868.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_54_641.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_59_471.jpg,0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_21_743.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_26_857.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_08_825.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_17_143.jpg,0.1986684
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_06_022.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_41_728.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_04_104.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_25_641.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_19_715.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_27_109.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_20_798.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_21_512.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_56_309.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_02_834.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_24_635.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_32_254.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_01_722.jpg,0.3454687
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_18_302.jpg,-1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_57_847.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_41_001.jpg,0.0223961
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_47_666.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_45_866.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_21_612.jpg,-0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_24_079.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_16_564.jpg,0.07328746
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_05_009.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_42_724.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_11_688.jpg,0.0708599
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_15_276.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_40_655.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_59_775.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_29_761.jpg,0.3
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_33_172.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_51_997.jpg,0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_05_681.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_15_302.jpg,1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_55_891.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_19_378.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_56_705.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_49_718.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_02_655.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_22_944.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_49_925.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_35_722.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_25_833.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_51_453.jpg,-0.1090586
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_35_791.jpg,0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_29_480.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_45_555.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_04_593.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_10_239.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_48_057.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_01_152.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_51_093.jpg,-0.7
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_03_621.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_07_367.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_53_062.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_54_207.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_20_759.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_10_274.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_14_279.jpg,1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_53_772.jpg,-0.2696366
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_05_623.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_58_981.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_05_882.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_46_599.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_12_175.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_22_640.jpg,-0.3423059
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_14_666.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_00_755.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_30_745.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_32_279.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_02_110.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_55_295.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_32_572.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_02_186.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_39_284.jpg,0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_43_025.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_39_533.jpg,0
